title,price,company,moq,rating,nop,image,link,scrapedAt
Tinplate Pentagram Candy Tin Box Custom Metal Packaging Sealed Tin Box Christmas Gift Chocolate Candy Tin,0.30-0.50,"Dongguan Zhongcong Canning Co., Ltd.","Min. order: 3,000 pieces",nil,0,https://s.alicdn.com/@sc04/kf/H5bb0e26fe67d42bda5a53e4658d0c546O.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Tinplate-Pentagram-Candy-Tin-Box-Custom_1601362301559.html,2025-02-19T10:16:13.303Z
Youlun Christmas Santa Snowman Tin Small Box Chocolate Candy Cookies Mini Christmas Gift Candy Box for Kids,0.84,Yiwu Youlun Trading Firm,Min. order: 2 pieces,4.8,4,https://s.alicdn.com/@sc04/kf/H0610fa223b9e46a987561dd2075b202ap.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Youlun-Christmas-Santa-Snowman-Tin-Small_1601263747281.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T10:16:13.499Z
Biodegradable Custom Strawberries in Chocolate Cardboard Food Grade Wedding Favor Magnetic Packaging bar Paper,0.05-0.29,"Dong Guan Sunny Sport Technology Co.,Ltd",Min. order: 500 pieces,5.0,15,https://s.alicdn.com/@sc04/kf/Hb166d3ac56d044418692fce95763cc51t.png_300x300.png,https://www.alibaba.com/product-detail/Biodegradable-Custom-Strawberries-in-Chocolate-Cardboard_1601293130221.html,2025-02-19T10:16:13.672Z
Hot Sale Heart Shape Box Food Grade Plastic Strawberry Chocolate Candy Fruits Box for Keep Fresh,0.16-0.23,"Shenzhen Misource New Material Technology Co., Ltd.",Min. order: 100 pieces,4.9,0,https://s.alicdn.com/@sc04/kf/Haba21621990a4f93a273eb9ebc409183I.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Hot-Sale-Heart-Shape-Box-Food_1601301226111.html,2025-02-19T10:16:13.848Z
Plastic Bucket Chocolate Packing Candy Container Snack Storage Packaging Chocolate Sweet Boxes for Ferrero Rocher,0.52,"Guangzhou Onew Daily Necessities Co., Ltd.","Min. order: 1,000 pieces",5.0,100,https://s.alicdn.com/@sc04/kf/H7973aaff5ace40acad22efdce796b4d26.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Plastic-Bucket-Chocolate-Packing-Candy-Container_1601332310378.html,2025-02-19T10:16:14.073Z
Mini Paper Gift Boxes Blue Color Ring Candy Box with Bowknot Candy Chocolate Gift Packing Wrap for Christmas Wedding Party Favor,0.20,"Jiayi Party & Festival Costume Huangshi Co., Ltd.",Min. order: 20 pieces,4.5,210,https://s.alicdn.com/@sc04/kf/Hf07f550dc6584677afc57990d188786ba.png_300x300.png,https://www.alibaba.com/product-detail/Mini-Paper-Gift-Boxes-Blue-Color_1601365612608.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T10:16:14.231Z
Custom Size Premium Chocolate Gift Box Paperboard With Gold Foil Printing Plastic Insert Paper Trays Boxes for Chocol Packaging,1.59,Shenzhen CyGedin Package Ltd,Min. order: 100 pieces,4.9,150,https://s.alicdn.com/@sc04/kf/Heba2603792804437a257be2c74db6edee.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Custom-Size-Premium-Chocolate-Gift-Box_1601302186239.html,2025-02-19T10:16:14.388Z
OEM Design Gold Plastic Wholesale Customized Chocolate Plastic Tray High End Chocolate Packaging Box,0.04-0.06,"Shenzhen Yiming Packaging Technology Co., Ltd.","Min. order: 5,000 pieces",5.0,0,https://s.alicdn.com/@sc04/kf/H437b013a29e44b078fd002a82022204co.jpg_300x300.jpg,https://www.alibaba.com/product-detail/OEM-Design-Gold-Plastic-Wholesale-Customized_1601332263911.html,2025-02-19T10:16:14.537Z
DAMAI Eid Mubarak Ramadan Chocolate Box Clear Window Cake Candy Package Boxes Islam Muslim Party Favor Decoration,1.37-7.35,"Jinhua Damai Craft Co., Ltd.",Min. order: 20 sets,4.9,12,https://s.alicdn.com/@sc04/kf/H75ef8991ebf94df980fbc8fe494a9650r.jpg_300x300.jpg,https://www.alibaba.com/product-detail/DAMAI-Eid-Mubarak-Ramadan-Chocolate-Box_1601321662004.html,2025-02-19T10:16:14.694Z
Custom Counter Display Packaging Boxes Protein Chocolate Bar Energy Supplements Small Bottle Packaging Cardboard,0.30,"Shenzhen Source Pack Co., Ltd.","Min. order: 1,000 pieces",5.0,0,https://s.alicdn.com/@sc04/kf/H4e6c0c818ffc4331a8c61e6162655adaF.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Custom-Counter-Display-Packaging-Boxes-Protein_1601354558937.html?selectedCarrierCode=SEMI_MANAGED_ECONOMIC@@ECONOMY,2025-02-19T10:16:14.859Z
