title,price,company,moq,rating,nop,image,link,scrapedAt
DiZNEW Pockets Baggy Jeans Fashion Streetwear Cotton Men Trouser Loose Jeans,8.95-29.95,"Guangzhou Qianniu Garment Co., Ltd.",Min. order: 2 pieces,4.3,nil,https://s.alicdn.com/@sc04/kf/H3271b476315441d7a62922575c8fd28fv.jpg_300x300.jpg,https://www.alibaba.com/product-detail/DiZNEW-Pockets-Baggy-Jeans-Fashion-Streetwear_1600610172595.html,2025-02-19T06:54:51.564Z
OUDINA Hot Sales Casual Washed Denim Hollow Diamond Multi- Stretch Jeans Women Trousers Women's Jeans,20.90,"Guangzhou Oudina Clothing Co., Ltd.",Min. order: 1 piece,4.5,76 sold,https://s.alicdn.com/@sc04/kf/He7f0bf7dce2b47d795ac053e4f79c9dfq.jpg_300x300.jpg,https://www.alibaba.com/product-detail/OUDINA-Hot-Sales-Casual-Washed-Denim_1601269284078.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T06:54:51.941Z
Liu Ming Spring Summer New 2023 Women Fashion Multi Loose Fitting Straight Leg Jeans,17.09,"Jinjiang Liuming Trading Co., Ltd.",Min. order: 1 piece,4.1,97 views,https://s.alicdn.com/@sc04/kf/H05e109429f3c42e8b7f0355f915013acL.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Liu-Ming-Spring-Summer-New-2023_1600862933311.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T06:54:52.160Z
High Quality Ladies Street Wear Fashion Green Cargo Women Washed Tie Dye High Rise Vintage Jeans Trousers,20.75,"Musen (xiamen) Trading Co., Ltd.",Min. order: 1 piece,4.5,1 sold,https://s.alicdn.com/@sc04/kf/H5bd0dc8391db42b88cfeec754a028866E.jpg_300x300.jpg,https://www.alibaba.com/product-detail/High-Quality-Ladies-Street-Wear-Fashion_1601051792529.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T06:54:52.575Z
Hot Selling Cargo Pants Multiple Pockets Jeans Stacked Jeans Jeans Men,15.00-18.00,TURBO TRACK IMPEX,Min. order: 30 pieces,nil,nil,https://s.alicdn.com/@sc04/kf/A560bfda4a65e4510ae0c29aba933b35bk.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Hot-Selling-Cargo-Pants-Multiple-Pockets_11000010139269.html,2025-02-19T06:54:52.796Z
Breathable High Street Women Baggy Trousers High Rise Multi Faded Washed Wide Leg Jeans 100% Cotton Jeans,5.00-7.00,MAYFST INDUSTRIES,Min. order: 20 pieces,4.8,nil,https://s.alicdn.com/@sc04/kf/A675da18125834bd4bc32ccc2acae6fb4e.jpeg_300x300.jpeg,https://www.alibaba.com/product-detail/Breathable-High-Street-Women-Baggy-Trousers_11000015583020.html,2025-02-19T06:54:53.061Z
Mens Baggy Oversized Stacked Acid Washed Black Custom Flare 6 Vintage Jeans for Men,22.33,"Dongguan Qianjing Clothing Design Co., Limited",Min. order: 30 pieces,4.8,nil,https://s.alicdn.com/@sc04/kf/H2aa4c73571164eb8b0ef7c390d2e6de30.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Mens-Baggy-Oversized-Stacked-Acid-Washed_1601198224565.html,2025-02-19T06:54:53.348Z
2024 Casual High Waist Classic Pocket Trousers Wide Leg Women Jeans Breathable Jeans OEM Jeans for Women,9.50-11.50,Star Figure Enterprises,Min. order: 2 pieces,5.0,nil,https://s.alicdn.com/@sc04/kf/Abfd07f29436245a78ba7899358c00466H.jpg_300x300.jpg,https://www.alibaba.com/product-detail/2024-Casual-High-Waist-Classic-Pocket_11000016085073.html,2025-02-19T06:54:53.609Z
Plus Size Cargo Pants Girl Denim Women's Jeans & Trousers for Ladies High Waist Fashion Jogging Wide Leg,7.59-9.85,"Yiwu Ouze Clothing Co., Ltd.",Min. order: 3 pieces,4.3,59 sold,https://s.alicdn.com/@sc04/kf/H4eb29027d50f43239d29bfe38eeab4d3R.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Plus-Size-Cargo-Pants-Girl-Denim_1600884414379.html,2025-02-19T06:54:53.837Z
New Manufacturer Unisex Wide Leg Streetwear Baggy Plus Size Straight Fit Men Women Jeans Trousers,20.80,Guangzhou Yuexiu District Nanwu Clothing Firm,Min. order: 2 pieces,5.0,6 sold,https://s.alicdn.com/@sc04/kf/H3e1baf82d23f4455ab3310af804a1effa.jpg_300x300.jpg,https://www.alibaba.com/product-detail/New-Manufacturer-Unisex-Wide-Leg-Streetwear_1601264678101.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T06:54:54.138Z
Men's High Waist Fashion Streetwear Skinny Jeans Ripped Side Multi- Print Slim Fit Soft Elastic Joggers,7.99,"Nanchang Nuoyuanda Technology Co., Ltd.",Min. order: 2 pieces,3.8,1 sold,https://s.alicdn.com/@sc04/kf/H337451dbe8bb41dc844579b4ba7ceda1B.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Men-s-High-Waist-Fashion-Streetwear_1601354731855.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T06:54:54.433Z
Thrift Used Adult Cargo Long Pants Mixed Used Clothes Bales Used Clothing In Ghana,1.60,"Guangzhou Gracer Renewable Resources Co., Ltd.",Min. order: 45 kilograms,4.8,"2,299 sold",https://s.alicdn.com/@sc04/kf/H7e2d437910ca493f91e75e7bc276e997D.png_300x300.png,https://www.alibaba.com/product-detail/Thrift-Used-Adult-Cargo-Long-Pants_1600964219942.html?s=p,2025-02-19T06:54:54.694Z
Women Streetwear Pockets Wide Leg Cargo Pants High Waist Versatile Straight Trousers 2022 Brown Vintage Baggy Jeans,7.50-16.00,New Chapter Industrial Limited,Min. order: 2 pieces,4.8,112 views,https://s.alicdn.com/@sc04/kf/H65b514d36fa24893afeef8503bb4c6ed6.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Women-Streetwear-Pockets-Wide-Leg-Cargo_1600576772566.html,2025-02-19T06:54:54.976Z
Casual High Waist Classic Pocket Trousers Wide Leg Women Jeans Baggy Boyfriend Jeans Jeans Women,8.70,Guangzhou City Baiyun District Huangshi Zhiyuan Clothing Store,Min. order: 2 pieces,4.9,8 sold,https://s.alicdn.com/@sc04/kf/A99e3d9bf5fe741cdb19534a79ded0730F.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Casual-High-Waist-Classic-Pocket-Trousers_10000021699417.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T06:54:55.232Z
Wholesale Stacked Cargo Pants Women High Quality 6 Tactical Women's Jeans Ladies Baggy for Women,9.80-16.30,"Fuzhou Shengshi RuiChuang industry and Trade Co., Ltd",Min. order: 50 pieces,4.8,7 sold,https://s.alicdn.com/@sc04/kf/H42708d4c351542e889fb89c9a28de857d.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Wholesale-Stacked-Cargo-Pants-Women-High_1600974413463.html,2025-02-19T06:54:55.524Z
2024 New Fashion Women's Loose Fit High-waisted Overalls China Stock Jeans 3D Multi- Y2K Casual High Street,2.58,"Shenzhen Euwini Trading Co., Ltd.",Min. order: 30 pieces,2.7,80 sold,https://s.alicdn.com/@sc04/kf/H881c2d307bf4400b91bdfb7bcf51b8b3X.png_300x300.png,https://www.alibaba.com/product-detail/2024-New-Fashion-Women-s-Loose_1601273501546.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T06:54:55.767Z
Women Cargo Jeans High Waist Loose Casual Trousers Vintage Lady Multi Streetwear Straight Jeans,16.50,Guangzhou Chaseman Garment Ltd,Min. order: 1 piece,4.7,1 sold,https://s.alicdn.com/@sc04/kf/H014367ac22874aa08878f43470803a65A.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Women-Cargo-Jeans-High-Waist-Loose_1601216623428.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T06:54:55.987Z
Women High Waisted Loose Wide Leg Y2k Big Pocket Loose Female Casual Straight Trousers Jeans,18.80,"Foshan Weiyi Trading Co., Ltd.",Min. order: 10 pieces,nil,38 sold,https://s.alicdn.com/@sc04/kf/H318bf4a8062c4319a15ea82d32e194a7y.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Women-High-Waisted-Loose-Wide-Leg_1601290953572.html,2025-02-19T06:54:56.187Z
Custom Man Stacked Plus Size Denim Cargo Pants Multi 8 Wide Leg Loose Casual Women Streetwear Y2k Camo Baggy Jeans Men,20.70-23.70,"Dongguan Kuanzhai Clothing Co., Ltd.",Min. order: 50 pieces,4.9,nil,https://s.alicdn.com/@sc04/kf/Hefba336dff414f288c94e6a5e45ab89eN.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Custom-Man-Stacked-Plus-Size-Denim_1601286973467.html,2025-02-19T06:54:56.376Z
DIZNEW Men's Jeans Bulk Wholesale Punk Style Oversized Wide Legged Multi for Men,8.95-23.95,"Dongguan Designeroon Garment Co., Ltd.",Min. order: 2 pieces,4.5,123 sold,https://s.alicdn.com/@sc04/kf/Hea7e5f6b9a494c898999a41d4910e73fR.jpg_300x300.jpg,https://www.alibaba.com/product-detail/DIZNEW-Men-s-Jeans-Bulk-Wholesale_1601196648025.html,2025-02-19T06:54:56.562Z
Wholesale 2024 Casual Pocket Pants Wide-leg Men's Jeans Loose Business Jeans Multi-bag Jeans,16.88,"Guangxi Guihuo Trading Co., Ltd.",Min. order: 1 piece,4.5,52 sold,https://s.alicdn.com/@sc04/kf/Hdbab26ae00b74685931044946c6d4620W.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Wholesale-2024-Casual-Pocket-Pants-Wide_1601309798432.html,2025-02-19T06:54:56.745Z
High Quality Women's Cargo Pants with Large Pockets Fashionable Baggy Jeans Elastic Waist Spot Goods Fabric,12.99,"Guangzhou Shunyi Clothing Co., Ltd.",Min. order: 2 pieces,5.0,nil,https://s.alicdn.com/@sc04/kf/He77d899db07342438f14f4518bdc2454F.jpg_300x300.jpg,https://www.alibaba.com/product-detail/High-Quality-Women-s-Cargo-Pants_1601161984006.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T06:54:56.920Z
Brown Vintage Baggy Streetwear Pockets Wide Leg High Waist Straight Custom Bulk Ladies,9.60,"Guangzhou Pzf Garment Co., Ltd.",Min. order: 2 pieces,4.4,1 sold,https://s.alicdn.com/@sc04/kf/H670e6b070f03444685c6051952d25b23u.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Brown-Vintage-Baggy-Streetwear-Pockets-Wide_1600334700092.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD,2025-02-19T06:54:57.104Z
